difficult,'dɪfɪkəlt,,a.困难的；不随和的；执拗的,初中
difficulty,'dɪfɪkəlti,,n.困难，困境,初中
dinner,'dɪnɚ,,n.晚餐，晚宴；宴会；正餐,初中
direct,dɪˈrɛkt; daɪˈrɛkt,,a.直接的；直系的；亲身的；恰好的 v.管理；指挥；导演；指向 ad.直接地；正好；按直系关系,初中
dirty,ˈdɝ​tɪ,,a.下流的，卑鄙的；肮脏的；恶劣的；暗淡的 v.弄脏,初中
discover,dɪ'skʌvɚ,,v.发现；发觉,初中
discovery,dɪ'skʌvəri,,n.发现，发觉；被发现的事物,初中
discuss,dɪ'skʌs,,v.讨论；论述，辩论,初中
discussion,dɪ'skʌʃən,,n.讨论，议论,初中
disease,dɪ'ziz,,n.病，[医] 疾病；弊病 vt.传染；使…有病,初中
dish,dɪʃ,,n.盘；餐具；一盘食物；外貌有吸引力的人 v.盛于碟盘中；分发；使某人的希望破灭；说（某人）的闲话,初中
dismiss,dɪs'mɪs,,v.解散；解雇；开除；让离开；不予理会、不予考虑,初中
disturb,dɪ'stɝb,,v.打扰；妨碍；使不安；弄乱；使恼怒,初中
divide,dɪ'vaɪd,,v.划分；除；分开；使产生分歧 n.[地理] 分水岭，分水线,初中
doctor,'dɑktɚ,,v.修理；篡改，伪造；为…治病；授以博士学位 n.医生；博士,初中
dog,dɔɡ,,n.狗；丑女人；卑鄙的人；(俚)朋友 v.跟踪；尾随,初中
doll,dɑl,,n.洋娃娃；玩偶；无头脑的美丽女人 v.把…打扮得花枝招展,初中
dollar,'dɑlɚ,,n.美元,初中
door,dɔr,,n.门；家，户；门口；通道,初中
double,'dʌbl,,n.两倍；双精度型 a.双重的；两倍的 v.加倍，加倍努力；快步走 ad.双重地；两倍地；弓身地,初中
doubt,daʊt,,n.怀疑；疑问；疑惑 v.怀疑；不信；恐怕；拿不准,初中
down,daʊn,,ad.向下，下去；在下面 a.向下的 n.软毛，绒毛；[地质] 开阔的高地 prep.沿着，往下 v.打倒，击败,初中
downstairs,'daʊn'stɛrz,,ad.在楼下 a.楼下的 n.楼下,初中
dozen,'dʌzn,,n.十二个，一打 a.一打的,初中
drawer,drɔr,,n.抽屉；开票人；出票人；起草者；酒馆侍,初中
dress,drɛs,,v.给…穿衣 n.连衣裙；女装,初中
driver,'draɪvɚ,,n.驾驶员；驱动程序；起子；传动器,初中
drop,drɑp,,v.滴；使降低；使终止；随口漏出 n.滴；落下；空投；微量；滴剂,初中
drug,drʌg,,n.药；毒品；麻醉药；滞销货 v.使服麻醉药；使服毒品；掺麻醉药于,初中
drum,drʌm,,v.击鼓；大力争取 n.鼓；鼓声,初中
dry,draɪ,,a.干的；口渴的；枯燥无味的；禁酒的 v.把…弄干 n.干涸,初中
duck,dʌk,,n.鸭子；鸭肉；（英）宝贝儿；零分 v.闪避；没入水中,初中
dumpling,'dʌmplɪŋ,,n.饺子，汤团；面团布丁,初中
during,'dʊrɪŋ,,prep.在…的时候，在…的期间 n.(During)人名；(法)迪兰；(瑞典、利比)杜林,初中
duty,'dʊti,,n.责任；[税收] 关税；职务,初中
each,itʃ,,a.每；各自的 ad.每个；各自 pron.每个；各自,初中
ear,ɪr,,n.耳朵；穗；听觉；倾听 vi.（美俚）听见；抽穗,初中
early,'ɝli,,a.早期的；早熟的 ad.提早；在初期 n.(Early)人名；(英)厄尔利,初中
earth,ɝθ,,n.地球；地表，陆地；土地，土壤；尘事，俗事；兽穴 v.把（电线）[电] 接地；盖（土）；追赶入洞穴,初中
east,ist,,n.东方；东风；东方国家 a.东方的；向东的；从东方来的 ad.向东方，在东方,初中
easy,'izi,,a.容易的；舒适的 ad.不费力地，从容地 vi.停止划桨 vt.发出停划命令,初中
edge,ɛdʒ,,n.边缘；优势；刀刃；锋利 v.使锐利；将…开刃；给…加上边,初中
education,",ɛdʒu'keʃən",,n.教育；培养；教育学,初中
effort,'ɛfɚt,,n.努力；成就,初中
egg,ɛɡ,,n.蛋；卵子；家伙；鸡蛋 v.煽动；怂恿,初中
eight,et,,num.八；八个；第八 a.八的 n.八字形,初中
eighteen,",e'tin",,n.十八，十八个 a.十八个的，十八的 num.十八,初中
eighth,etθ,,a.第八的；八分之一的 num.第八；八分之一,初中
eighty,ˈeti,,n.八十；八十岁；八十年代 a.八十的，八十个的；八十岁的 num.八十,初中
either,'iðɚ,,a.两者之中任一的；两者之中每一的 prep.任何一个 conj.也（用于否定句或否定词组后）；根本 pron.任一，两方，随便哪一个；两者中的一个或另一个,初中
elder,'ɛldɚ,,n.老人；长辈；年长者；父辈 a.年长的；年龄较大的；资格老的,初中
electric,ɪ'lɛktrɪk,,a.电的；电动的；发电的；导电的；令人震惊的 n.电；电气车辆；带电体,初中
elephant,'ɛlɪfənt,,n.象；大号图画纸,初中
eleven,ɪ'lɛvn,,n.十一；十一个 a.十一的；十一个的 num.十一；十一个,初中
else,ɛls,,ad.其他；否则；另外 a.别的；其他的 n.(Else)人名；(英)埃尔斯；(德)埃尔泽；(芬、丹)埃尔塞,初中
empty,ˈɛmptɪ,,a.空的；无意义的；无知的；徒劳的 v.使失去；使…成为空的 n.空车；空的东西,初中
encourage,ɪn'kɝrɪdʒ,,v.鼓励，怂恿；激励；支持,初中
end,ɛnd,,n.结束；目标；尽头；末端；死亡 v.结束，终止；终结,初中
enemy,'ɛnəmi,,n.敌人，仇敌；敌军 a.敌人的，敌方的,初中
energy,'ɛnɚdʒi,,n.[物] 能量；精力；活力；精神,初中
engineer,",ɛndʒɪ'nɪr",,n.工程师；工兵；火车司机 v.设计；策划；精明地处理,初中
England,'iŋɡlənd,,n.英格兰,初中
English,ɪŋɡlɪʃ,,a.英国人的；英国的；英文的 n.英语；英国人；英文；英格兰人 vt.把…译成英语,初中
enjoy,ɪn'dʒɔɪ,,v.欣赏，享受；喜爱；使过得快活,初中
enough,ɪ'nʌf,,ad.足够地，充足地 n.很多；充足 a.充足的 int.够了！,初中
enter,'ɛntɚ,,v.进入；开始；参加 n.[计] 输入；回车,初中
environment,ɪn'vaɪrənmənt,,n.环境，外界,初中
eraser,ɪ'resɚ,,n.橡皮；擦除器；[计] 清除器,初中
especially,ɪ'spɛʃəli,,ad.特别；尤其；格外,初中
Europe,'jʊrəp,,n.欧洲,初中
European,'jʊrə'piən,,a.欧洲的；欧洲人的 n.欧洲人,初中
even,'ivən,,a.[数] 偶数的；平坦的；相等的 ad.甚至；即使；还；实际上 v.使平坦；使相等 n.(Even)人名；(法)埃旺；(德)埃文；(英)埃文,初中
evening,'ivnɪŋ,,n.晚上；傍晚；（联欢性的）晚会；后期 a.在晚上的；为晚上的；晚上用的 int.晚上好（等于good evening）,初中
ever,'ɛvɚ,,ad.永远；曾经；究竟 n.(Ever)人名；(英)埃弗；(俄)叶韦尔；(西、法)埃韦尔,初中
every,'ɛvri,,a.每一的，每个的；每隔…的 n.(Every)人名；(英)埃夫里,初中
everybody,'ɛvrɪbɑdi,,pron.每个人；人人,初中
everyday,'ɛvrɪde,,a.每天的，日常的 n.平时；寻常日子,初中
everyone,'ɛvrɪwʌn,,pron.每个人；人人 n.每个人,初中
everything,'ɛvrɪ'θɪŋ,,pron.每件事物；最重要的东西；（有关的）一切；万事,初中
everywhere,'ɛvrɪwɛr,,ad.到处 n.每个地方,初中
examine,ɪg'zæmɪn,,v.检查；调查； 检测；考试,初中
example,ɪg'zæmpl,,n.例子；榜样 vt.作为…的例子；为…做出榜样 vi.举例,初中
excellent,'ɛksələnt,,a.卓越的；极好的；杰出的,初中
except,ɪk'sɛpt,,v.不计；把…除外 prep.除…之外 conj.除了；要不是,初中
excite,ɪk'saɪt,,v.激起；刺激…，使…兴奋,初中
excuse,ɪk'skjʊs,,n.借口；理由 v.原谅；为…申辩；给…免去,初中
exercise,'ɛksɚsaɪz,,n.运动；练习；运用；操练；礼拜；典礼 v.锻炼；练习；使用；使忙碌；使惊恐,初中
expect,ɪk'spɛkt,,v.期望；指望；认为；预料,初中
expensive,ɪk'spɛnsɪv,,a.昂贵的；花钱的,初中
experience,ɪk'spɪrɪəns,,n.经验；经历；体验 v.经验；经历；体验,初中
experiment,ɪk'sperɪmənt,,v.尝试；进行实验 n.实验，试验；尝试,初中
explain,ɪk'splen,,v.说明；解释,初中
express,ɪk'sprɛs,,v.表达；快递 a.明确的；迅速的；专门的 n.快车，快递，专使；捷运公司,初中
eye,aɪ,,n.眼睛；视力；眼光；见解，观点 v.注视，看,初中
face,fes,,n.脸；表面；面子；面容；外观；威信 v.向；朝,初中
fact,fækt,,n.事实；实际；真相,初中
factory,'fæktri,,n.工厂；制造厂；代理店,初中
fail,fel,,v.失败，不及格；破产；缺乏；衰退 n.不及格,初中
fair,fɛr,,a.公平的；美丽的，白皙的；[气象] 晴朗的 ad.公平地；直接地；清楚地 v.转晴 n.展览会；市集；美人,初中
family,'fæməli,,n.家庭；亲属；家族；子女；[生]科；语族；[化]族 a.家庭的；家族的；适合于全家的,初中
famous,'feməs,,a.著名的；极好的，非常令人满意的,初中
fan,fæn,,v.煽动；刺激；吹拂 n.迷；风扇；爱好者,初中
fantastic,fæn'tæstɪk,,a.奇异的；空想的；异想天开的；古怪的；极好的，极出色的；不可思议的；不切实际的 n.古怪的人,初中
farm,fɑrm,,v.种田，务农；经营农场 n.农场；农家；畜牧场,初中
farmer,'fɑmɚ,,n.农夫，农民,初中
fast,fæst,,a.快速的，迅速的；紧的，稳固的 ad.迅速地；紧紧地；彻底地 v.禁食，斋戒 n.斋戒；绝食,初中
fat,fæt,,a.肥的，胖的；油腻的；丰满的 n.脂肪，肥肉 v.养肥；在…中加入脂肪,初中
father,'fɑðɚ,,n.父亲，爸爸；神父；祖先；前辈 v.发明，创立；当…的父亲,初中
fear,fɪr,,n.害怕；恐惧；敬畏；担心 v.害怕；敬畏；为…担心,初中
February,'fɛbrʊ'ɛri,,n.二月,初中
feeling,'filɪŋ,,n.感觉，触觉；感情，情绪；同情 a.有感觉的；有同情心的；富于感情的 v.感觉；认为（feel的现在分词）；触摸,初中
festival,ˈfɛstəvəl,,n.节日；庆祝，纪念活动；欢乐 a.节日的，喜庆的；快乐的,初中
fetch,fɛtʃ,,v.取来；接来；到达；吸引 n.取得；诡计,初中
fever,'fivɚ,,n.发烧，发热；狂热 vt.使发烧；使狂热；使患热病 vi.发烧；狂热；患热病,初中
few,fju,,a.很少的；几乎没有的 pron.很少 n.很少数,初中
field,fild,,n.领域；牧场；旷野；战场；运动场 v.担任场外队员 a.扫描场；田赛的；野生的,初中
fifteen,",fɪf'tin",,n.十五；十五个；十五人组成的橄榄球队 a.十五的 num.十五,初中
fifth,fɪfθ,,a.第五的；五分之一的 n.第五；五分之一 num.第五,初中
fifty,'fɪfti,,n.五十；五十个；编号为50的东西 a.五十的；五十个的；众多的,初中
fill,fɪl,,v.装满，使充满；满足；堵塞；任职 n.满足；填满的量；装填物,初中
film,fɪlm,,n.电影；薄膜；胶卷；轻烟 v.在…上覆以薄膜；把…拍成电影,初中
final,'faɪnl,,a.最终的；决定性的；不可更改的 n.决赛；期末考试；当日报纸的末版,初中
fine,faɪn,,a.好的；优良的；细小的，精美的；健康的；晴朗的 n.罚款 v.罚款；澄清 ad.很好地；精巧地,初中
finger,'fɪŋɡɚ,,n.手指；指针，指状物 v.伸出；用手指拨弄,初中
finish,'fɪnɪʃ,,v.完成；结束；用完 n.结束；完美；回味（葡萄酒）,初中
fire,faɪr,,n.火；火灾；炮火；炉火；热情；激情；磨难 v.点燃；解雇；开除；使发光；烧制；激动；放枪,初中
first,fɝst,,ad.第一；首先；优先；宁愿 n.第一；开始；冠军 a.第一的；基本的；最早的 num.第一,初中
fish,fɪʃ,,v.捕鱼，钓鱼；用钩捞取 n.鱼，鱼类,初中
fisherman,'fɪʃɚmən,,n.渔夫；渔人,初中
fit,fɪt,,v.安装；使……适应；使……合身；与……相符 a.健康的；合适的；恰当的；准备好的 n.合身；发作；痉挛,初中
five,faɪv,,n.五，五个；五美元钞票 num.五，五个 a.五的；五个的,初中
fix,fɪks,,v.使固定；修理；安装；准备 n.困境；方位；贿赂,初中
flag,flæg,,v.标记；衰退；枯萎 n.标志；旗子,初中
flat,flæt,,a.平的；单调的；不景气的；干脆的；平坦的；扁平的；浅的 ad.（尤指贴着另一表面）平直地；断然地；水平地；直接地，完全地 n.平地；公寓；平面 vt.使变平；[音乐]使（音调）下降，尤指降半音 vi.逐渐变平；[音乐]以降调唱（或奏）,初中
floor,flɔr,,n.地板，地面；楼层；基底；议员席 v.铺地板；打倒，击倒；（被困难）难倒,初中
flower,'flaʊɚ,,n.花；精华；开花植物 v.成熟，发育；开花；繁荣；旺盛,初中
flu,flu,,n.流感,初中
fly,flaɪ,,v.飞；驾驶飞机；飘扬 n.飞行；苍蝇；两翼昆虫 a.敏捷的,初中
follow,'fɑlo,,v.跟随；遵循；追求；密切注意，注视；注意；倾听 n.跟随；追随,初中
food,fud,,n.食物；养料,初中
football,'fʊtbɔl,,n.足球，橄榄球 vi.踢足球；打橄榄球,初中
for,fɚ; strong form fɔr,,prep.为，为了；因为；给；对于；至于；适合于 conj.因为,初中
force,fɔrs,,n.力量；武力；军队；魄力 v.促使，推动；强迫；强加,初中
foreign,'fɔrən,,a.外国的；外交的；异质的；不相关的,初中
foreigner,'fɔrənɚ,,n.外地人，外国人,初中
forest,'fɔrɪst,,v.植树于，使成为森林 n.森林,初中
fork,fɔrk,,n.叉；餐叉；耙 v.叉起；使成叉状,初中
form,fɔrm,,n.形式，形状；形态，外形；方式；表格 v.构成，组成；排列，组织；产生，塑造,初中
forty,'fɔrti,,n.四十 a.四十的；四十个的,初中
forward,'fɔrwɚd,,a.向前的；早的；迅速的 ad.向前地；向将来 v.促进；转寄；运送 n.前锋,初中
four,fɔr,,num.四；四个 a.四的；四个的 n.(Four)人名；(西)福尔；(法)富尔,初中
fourteen,",fɔr'tin",,num.十四；十四个；第十四 n.十四的记号；十四岁；十四点钟；十五世纪,初中
fourth,fɔrθ,,a.第四的，第四个的；四分之一的 n.第四，月的第四日；四分之一 num.第四,初中
fox,fɑks,,v.欺骗；使变酸 n.狐狸；狡猾的人,初中
free,fri,,a.免费的；自由的，不受约束的；[化学] 游离的 v.使自由，解放；释放 ad.自由地；免费 n.(Free)人名；(英)弗里,初中
fresh,frɛʃ,,a.新鲜的；清新的；淡水的；无经验的 n.开始；新生；泛滥 ad.刚刚，才；最新地,初中
Friday,"'fraɪdeɪ; (occas.,) ˈfraɪdi",,n.星期五,初中
fridge,frɪdʒ,,n.电冰箱,初中
friend,frɛnd,,n.朋友；助手；赞助者,初中
friendly,'frɛndli,,a.友好的；亲切的；支持的；融洽的，和睦的 ad.友善地；温和地 n.(Friendly)人名；(英)弗兰德利,初中
friendship,'frɛndʃɪp,,n.友谊；友爱；友善,初中
frog,frɔɡ,,n.青蛙；[铁路] 辙叉；饰扣 v.捕蛙,初中
front,frʌnt,,n.前面；正面；前线 v.面对；朝向；对付 a.前面的；正面的 ad.在前面；向前,初中
fruit,frut,,n.水果；产物 v.结果实,初中
full,fʊl,,a.完全的，完整的；满的，充满的；丰富的；完美的；丰满的；详尽的 ad.十分，非常；完全地；整整 v.把衣服缝得宽大 n.全部；完整,初中
fun,fʌn,,n.乐趣；玩笑；有趣的人或事 a.供娱乐用的 vi.开玩笑,初中
funny,'fʌni,,a.有趣的，好笑的，滑稽的；（口）稀奇的，古怪的，奇异的；有病的，不舒服的；狡猾的，欺骗（性）的，可疑的，不光明 n.滑稽人物；笑话，有趣的故事；滑稽连环漫画栏；（英）（比赛用）单人双桨小艇,初中
future,'fjʊtʃɚ,,n.未来；前途；期货；将来时 a.将来的，未来的,初中
game,ɡem,,n.游戏；比赛 a.勇敢的 v.赌博,初中
garden,'ɡɑrdn,,n.花园；菜园 v.栽培花木,初中
gate,ɡet,,n.大门；出入口；门道 v.给…装大门,初中
general,'dʒɛnrəl,,a.一般的，普通的；综合的；大体的 n.一般；将军，上将；常规,初中
gentleman,'dʒɛntlmən,,n.先生；绅士；有身份的人,初中
geography,dʒɪ'ɑɡrəfi,,n.地理；地形,初中
gift,ɡɪft,,n.礼物；天赋；赠品 v.赋予；向…赠送,初中
giraffe,dʒə'ræf,,n.长颈鹿,初中
girl,ɡɝl,,n.女孩；姑娘，未婚女子；女职员，女演员；（男人的）女朋友,初中
glad,ɡlæd,,a.高兴的；乐意的；令人高兴的；灿烂美丽的 vt.使高兴 n.(Glad)人名；(塞、瑞典)格拉德；(英)格莱德；(法、挪)格拉,初中
glass,ɡlæs,,n.玻璃；玻璃制品；镜子 v.反映；给某物加玻璃,初中
glove,ɡlʌv,,n.手套 vt.给…戴手套,初中
goat,ɡot,,n.山羊；替罪羊（美俚）；色鬼（美俚）,初中
god,ɡɑd,,n.神；（大写首字母时）上帝 vt.膜拜，崇拜,初中
goal,ɡol,,n.目标；球门，得分数；终点 vi.攻门，射门得分,初中
gold,ɡold,,n.金，黄金；金色；金币 a.金的，金制的；金色的,初中
golden,'ɡoldən,,a.金色的，黄金般的；珍贵的；金制的 n.(Golden)人名；(英、法、罗、德、瑞典)戈尔登,初中
government,'ɡʌvɚnmənt,,n.政府；政体；管辖,初中
grade,ɡred,,n.年级；等级；成绩；级别；阶段 v.评分；把…分等级,初中
grammar,'græmɚ,,n.语法；语法书,初中
grandchild,'ɡræntʃaɪld,,n.孙子；孙女；外孙；外孙女,初中
granddaughter,'ɡrændɔtɚ,,n.孙女；外孙女,初中
grandparent,'græn'pɛrənt,,n.祖父母；祖父或祖母；外祖父母；外祖父或外祖母,初中
grandson,'ɡrænsʌn,,n.孙子；外孙,初中
